,Column1,Type,Status,City,State,PostalCode,GenderCode,BirthDate,MaritalStatus,Enrolled on ,Living status,Age,Age Group,Month_Year,Weak Num
139,00E77C1B-0FFE-11e9-8D92-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,5/21/1973,M,1/4/2019,Single/living alone,47.0,45-50 Years,19-Jan,Weak: 1
140,00ED24D8-F98F-11e8-9246-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/6/1980,M,12/7/2018,Single/living alone,41.0,40- 45Years,18-Dec,Weak: 49
141,00FBA626-B97A-11e8-BBAA-00505682069A,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/7/1990,M,9/16/2018,Couple without children,30.0,30-35 Years,18-Sep,Weak: 38
142,0112694C-E4FE-11e8-B162-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,5/13/1985,M,11/10/2018,Couple without children,35.0,35-40 Years,18-Nov,Weak: 45
143,0138D3AE-939D-11e9-A6E4-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/10/1979,M,6/21/2019,Couple without children,41.0,40- 45Years,19-Jun,Weak: 25
144,01603738-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/14/1992,M,7/6/2018,couple with children,28.0,25-30 Years,18-Jul,Weak: 27
145,0160374F-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/28/1997,M,7/6/2018,couple with children,24.0,20-25 Years,18-Jul,Weak: 27
146,0175DD91-A12A-11e8-B0C2-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,12/18/1985,M,8/16/2018,couple with children,35.0,35-40 Years,18-Aug,Weak: 33
147,018E21C6-AE62-11e8-84DA-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/17/1978,M,9/2/2018,couple with children,42.0,40- 45Years,18-Sep,Weak: 36
148,018E2359-AE62-11e8-84DA-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/1/1985,M,9/2/2018,couple with children,35.0,35-40 Years,18-Sep,Weak: 36
149,0193359F-93B8-11e9-9522-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/18/1990,M,6/21/2019,couple with children,30.0,30-35 Years,19-Jun,Weak: 25
150,01997B6F-A79D-11e8-A64E-00505682069A,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/15/1993,M,8/23/2018,Couple without children,28.0,25-30 Years,18-Aug,Weak: 34
151,01A12687-DD80-11e7-AF1C-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/13/1980,U,12/10/2017,Couple without children,40.0,40- 45Years,17-Dec,Weak: 50
152,01B46E22-9E0F-11e8-99D6-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/6/1985,M,8/12/2018,Single/living alone,35.0,35-40 Years,18-Aug,Weak: 33
153,01B65D83-D2F1-11e8-BBBE-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,9/6/1986,M,10/18/2018,Single/living alone,34.0,30-35 Years,18-Oct,Weak: 42
154,01B681F0-B8D6-11e8-9C12-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/5/1977,M,9/15/2018,couple with children,44.0,40- 45Years,18-Sep,Weak: 37
155,01B68261-B8D6-11e8-9C12-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,5/29/1990,M,9/15/2018,couple with children,30.0,30-35 Years,18-Sep,Weak: 37
156,01BA7D7E-922E-11e9-8E30-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/8/1998,M,6/19/2019,couple with children,23.0,20-25 Years,19-Jun,Weak: 25
157,01D371A0-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/25/1985,M,8/19/2018,Couple without children,35.0,35-40 Years,18-Aug,Weak: 34
158,01D373DE-A3A7-11e8-BB44-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/8/1990,M,8/19/2018,Couple without children,30.0,30-35 Years,18-Aug,Weak: 34
159,01E92C6C-89A8-11e9-8ED4-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/1/1988,M,6/8/2019,couple with children,32.0,30-35 Years,19-Jun,Weak: 23
160,01F3DE25-1556-11e9-A994-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/1/1993,M,1/11/2019,couple with children,27.0,25-30 Years,19-Jan,Weak: 2
161,01F68E68-9BED-11e8-816A-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,7/22/1988,M,8/9/2018,Couple without children,32.0,30-35 Years,18-Aug,Weak: 32
162,0211CF8A-D1A9-11e8-8BA4-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,12/24/2000,M,10/17/2018,couple with children,20.0,20-25 Years,18-Oct,Weak: 42
163,0231A641-863F-11e8-B27A-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,11/26/1992,M,7/13/2018,couple with children,28.0,25-30 Years,18-Jul,Weak: 28
164,0231A6A1-863F-11e8-B27A-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,9/23/1992,M,7/13/2018,couple with children,28.0,25-30 Years,18-Jul,Weak: 28
165,0240EC79-0DD3-11e9-A03C-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,12/22/1993,M,1/1/2019,Couple without children,27.0,25-30 Years,19-Jan,Weak: 1
166,02564DF0-9AFB-11e9-8C16-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,12/31/1989,M,6/30/2019,couple with children,31.0,30-35 Years,19-Jun,Weak: 27
167,02582D12-D335-11e8-881A-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/16/1983,M,10/19/2018,couple with children,37.0,35-40 Years,18-Oct,Weak: 42
168,02721D5D-9970-11e8-9C1A-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/25/1978,M,8/6/2018,couple with children,43.0,40- 45Years,18-Aug,Weak: 32
169,0286D82B-2477-11e9-BD9C-005056981C55,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/10/1982,M,1/30/2019,Couple without children,39.0,35-40 Years,19-Jan,Weak: 5
170,028C9F34-B8D3-11e8-A568-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/12/1990,M,9/15/2018,Couple without children,30.0,30-35 Years,18-Sep,Weak: 37
171,029F3C15-68FF-11e9-BBBE-005056981C55,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/17/1978,M,4/27/2019,couple with children,42.0,40- 45Years,19-Apr,Weak: 17
172,02A379DE-18A1-11e9-88BC-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,7/18/1973,M,1/15/2019,couple with children,47.0,45-50 Years,19-Jan,Weak: 3
173,02B3BDC6-5E96-11e9-ABD6-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/27/1989,M,4/14/2019,Couple without children,31.0,30-35 Years,19-Apr,Weak: 16
174,02B9B8DE-8CB7-11e9-8CD8-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/28/1997,M,6/12/2019,Couple without children,23.0,20-25 Years,19-Jun,Weak: 24
175,02CF1C58-CFEF-11e8-9276-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/1/1992,M,10/15/2018,Single/living alone,28.0,25-30 Years,18-Oct,Weak: 42
176,02CFEF92-98EE-11e8-B22E-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/1/1987,M,8/6/2018,Single/living alone,33.0,30-35 Years,18-Aug,Weak: 32
177,02CFF011-98EE-11e8-B22E-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,7/14/1984,M,8/6/2018,couple with children,36.0,35-40 Years,18-Aug,Weak: 32
178,02DA99C6-5F21-11e9-AA6A-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,10/9/1970,M,4/15/2019,couple with children,50.0,50-55 Years,19-Apr,Weak: 16
179,02E0B915-9663-11e8-816A-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/8/1989,M,8/3/2018,Couple without children,31.0,30-35 Years,18-Aug,Weak: 31
180,02E0B9CB-9663-11e8-816A-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/8/1976,M,8/3/2018,Couple without children,44.0,40- 45Years,18-Aug,Weak: 31
181,02E0BAA0-9663-11e8-816A-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/22/1962,M,8/3/2018,Couple without children,59.0,55-60 Years,18-Aug,Weak: 31
182,02F2988E-1398-11e8-AE1A-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,11/9/1973,M,2/17/2018,Single/living alone,47.0,45-50 Years,18-Feb,Weak: 7
183,03085479-C521-11e8-B802-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/11/1983,M,10/1/2018,couple with children,38.0,35-40 Years,18-Oct,Weak: 40
184,0320D7FB-8680-11e8-9D30-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/17/1992,M,7/13/2018,Couple without children,28.0,25-30 Years,18-Jul,Weak: 28
185,03268005-0B4E-11e9-8DF8-005056991469,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/23/1993,M,12/29/2018,Couple without children,27.0,25-30 Years,18-Dec,Weak: 52
186,032FE79E-963E-11e8-9B08-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/15/1977,M,8/2/2018,Couple without children,44.0,40- 45Years,18-Aug,Weak: 31
187,03314A9D-DCBD-11e7-ABA4-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,10/13/1986,U,12/10/2017,Single/living alone,34.0,30-35 Years,17-Dec,Weak: 50
188,034DABE4-9E0F-11e8-99C2-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,7/1/1959,M,8/12/2018,couple with children,61.0,60+ Years,18-Aug,Weak: 33
189,034DADCB-9E0F-11e8-99C2-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/31/1972,M,8/12/2018,couple with children,49.0,45-50 Years,18-Aug,Weak: 33
190,034DADEA-9E0F-11e8-99C2-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,12/12/1987,M,8/12/2018,couple with children,33.0,30-35 Years,18-Aug,Weak: 33
191,035155A4-9C92-11e9-B990-005056981C55,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/10/1985,M,7/2/2019,couple with children,36.0,35-40 Years,19-Jul,Weak: 27
192,036075E4-9E5D-11e8-80E4-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/25/1984,M,8/13/2018,Couple without children,36.0,35-40 Years,18-Aug,Weak: 33
193,0370C72E-A9FE-11e8-9592-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/10/1976,M,8/27/2018,couple with children,44.0,40- 45Years,18-Aug,Weak: 35
194,03837A0F-DA0C-11e8-BE96-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/24/1991,M,10/28/2018,Couple without children,29.0,25-30 Years,18-Oct,Weak: 44
195,03856190-900C-11e8-9AEC-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/22/1986,M,7/25/2018,Couple without children,34.0,30-35 Years,18-Jul,Weak: 30
196,03938D56-BF9A-11e8-A61C-00505682069A,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,7/25/1986,M,9/24/2018,couple with children,34.0,30-35 Years,18-Sep,Weak: 39
197,039AE950-D66E-11e7-82DA-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/24/1980,U,12/1/2017,Couple without children,40.0,40- 45Years,17-Dec,Weak: 48
198,03B55F44-6668-11e9-9B68-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/2/1980,M,4/24/2019,couple with children,40.0,40- 45Years,19-Apr,Weak: 17
199,03CE83B8-AD64-11e8-B91E-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/21/1995,M,9/1/2018,Couple without children,26.0,25-30 Years,18-Sep,Weak: 35
200,03D69C27-FC66-11e8-848E-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/5/1975,M,12/10/2018,Single/living alone,46.0,45-50 Years,18-Dec,Weak: 50
201,03DA5F2B-A876-11e8-A0D6-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/14/1982,M,8/23/2018,Single/living alone,38.0,35-40 Years,18-Aug,Weak: 34
202,03DB4130-9B11-11e8-B594-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/5/1982,M,8/8/2018,Single/living alone,38.0,35-40 Years,18-Aug,Weak: 32
203,03DB4321-9B11-11e8-B594-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,7/28/1978,M,8/8/2018,Single/living alone,42.0,40- 45Years,18-Aug,Weak: 32
204,03DB441E-9B11-11e8-B594-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,12/27/1991,M,8/8/2018,couple with children,29.0,25-30 Years,18-Aug,Weak: 32
205,03DB4448-9B11-11e8-B594-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/4/1992,M,8/8/2018,couple with children,28.0,25-30 Years,18-Aug,Weak: 32
206,03EE71F8-B15E-11e8-8ED8-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,9/25/1975,M,9/6/2018,Couple without children,45.0,45-50 Years,18-Sep,Weak: 36
207,03F21CED-B359-11e8-8DB8-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,1/19/1990,M,9/8/2018,Single/living alone,31.0,30-35 Years,18-Sep,Weak: 36
208,03F21E15-B359-11e8-8DB8-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,8/10/1996,M,9/8/2018,Single/living alone,24.0,20-25 Years,18-Sep,Weak: 36
209,03F2DB77-E2BB-11e9-ABFC-005056981C55,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,10/12/1990,M,9/29/2019,Single/living alone,30.0,30-35 Years,19-Sep,Weak: 40
210,03F65DFE-A844-11e8-9530-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/8/1980,M,8/25/2018,couple with children,40.0,40- 45Years,18-Aug,Weak: 34
211,03FF8D2D-97EE-11e8-9C5E-00505682069A,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,1/30/1957,M,8/4/2018,couple with children,64.0,60+ Years,18-Aug,Weak: 31
212,040553A1-20F3-11e9-8F14-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,5/8/1990,M,1/26/2019,couple with children,30.0,30-35 Years,19-Jan,Weak: 4
213,042540EF-F174-11e8-9994-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,11/11/1990,M,11/26/2018,Single/living alone,30.0,30-35 Years,18-Nov,Weak: 48
214,042791B2-91FF-11e9-86C2-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,5/3/1999,M,6/19/2019,Single/living alone,21.0,20-25 Years,19-Jun,Weak: 25
215,042F0235-052C-11ea-B96C-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,2/27/1984,M,11/12/2019,Single/living alone,37.0,35-40 Years,19-Nov,Weak: 46
216,0433FB56-2AF9-11ea-81FE-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,6/2/1994,M,12/30/2019,couple with children,26.0,25-30 Years,19-Dec,Weak: 53
217,043434AC-9F96-11e8-A89C-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,11/4/1978,M,8/14/2018,couple with children,42.0,40- 45Years,18-Aug,Weak: 33
218,04385441-A948-11e8-A182-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/18/1991,M,8/26/2018,couple with children,29.0,25-30 Years,18-Aug,Weak: 35
219,045299DA-F614-11e8-91D6-005056981C55,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,7/11/1990,M,12/2/2018,Single/living alone,30.0,30-35 Years,18-Dec,Weak: 49
220,045CC312-E907-11e8-97C4-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/20/1977,M,11/16/2018,couple with children,44.0,40- 45Years,18-Nov,Weak: 46
221,0461E3BA-5E92-11e9-97DC-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,4/26/1985,M,4/14/2019,couple with children,35.0,35-40 Years,19-Apr,Weak: 16
222,0463F6A5-9D98-11e8-A7E0-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500018.0,MALE,3/13/1985,M,8/11/2018,couple with children,36.0,35-40 Years,18-Aug,Weak: 32
223,00444D21-A9F4-11e8-9E9E-0050569D5A2F,Individual,InActive,Hyderabad,TELANGANA,500032.0,MALE,11/3/1981,M,8/27/2018,couple with children,39.0,35-40 Years,18-Aug,Weak: 35
224,00610AC6-D1A8-11e7-8830-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,7/23/1987,U,11/25/2017,Single/living alone,33.0,30-35 Years,17-Nov,Weak: 47
225,03314665-DCBD-11e7-ABA4-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,3/27/1985,U,12/9/2017,Couple without children,36.0,35-40 Years,17-Dec,Weak: 49
226,045B298B-D09F-11e7-8DAE-0050569D3164,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,6/30/1971,U,11/24/2017,couple with children,49.0,45-50 Years,17-Nov,Weak: 47
227,0001F732-9FE7-11e8-9E9C-00505682069A,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,8/3/1959,M,8/15/2018,couple with children,61.0,60+ Years,18-Aug,Weak: 33
228,0002A5EB-E8B8-11e8-A630-005056991469,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,12/19/1947,M,11/15/2018,couple with children,73.0,60+ Years,18-Nov,Weak: 46
229,00045FC1-A70D-11e9-886A-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,7/21/1991,M,7/15/2019,couple with children,29.0,25-30 Years,19-Jul,Weak: 29
230,000D79C6-FA2B-11e8-9742-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,9/5/1973,M,12/7/2018,couple with children,47.0,45-50 Years,18-Dec,Weak: 49
231,000F559C-2A82-11e9-B30A-005056981C55,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,11/20/1992,M,2/8/2019,Couple without children,28.0,25-30 Years,19-Feb,Weak: 6
232,00112DFC-47B1-11e9-A5AC-005056981C55,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,4/1/1905,M,3/16/2019,Couple without children,116.0,60+ Years,19-Mar,Weak: 11
233,0023D200-DDE4-11e9-9166-005056981C55,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,5/19/1999,M,9/23/2019,Couple without children,21.0,20-25 Years,19-Sep,Weak: 39
234,002D1399-A76C-11e8-8B0C-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,8/9/1960,M,8/24/2018,Single/living alone,60.0,60+ Years,18-Aug,Weak: 34
235,003213F9-C018-11e8-8CEA-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,11/1/1977,M,9/24/2018,couple with children,43.0,40- 45Years,18-Sep,Weak: 39
236,00444D10-A9F4-11e8-9E9E-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,9/8/1983,M,8/27/2018,couple with children,37.0,35-40 Years,18-Aug,Weak: 35
237,005489EB-029A-11e9-80A8-005056991469,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,5/18/1986,M,12/18/2018,Couple without children,34.0,30-35 Years,18-Dec,Weak: 51
238,00636448-A76C-11e8-9C72-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,6/22/1974,M,8/24/2018,couple with children,46.0,45-50 Years,18-Aug,Weak: 34
239,0069D547-D90C-11e8-915C-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,3/14/1986,M,10/26/2018,couple with children,35.0,35-40 Years,18-Oct,Weak: 43
240,00734718-BC24-11e9-B1A2-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,6/12/1993,M,8/11/2019,couple with children,27.0,25-30 Years,19-Aug,Weak: 33
241,00734892-BC24-11e9-B1A2-0050569973AB,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,6/15/1991,M,8/11/2019,couple with children,29.0,25-30 Years,19-Aug,Weak: 33
242,00AA5488-BDBA-11e9-BC44-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,6/9/1990,M,8/13/2019,Couple without children,30.0,30-35 Years,19-Aug,Weak: 33
243,00B12EEF-F83B-11e8-B708-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,2/13/1985,M,12/5/2018,Couple without children,36.0,35-40 Years,18-Dec,Weak: 49
244,00B30C5A-9E26-11e8-8586-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,4/2/1988,M,8/12/2018,Couple without children,32.0,30-35 Years,18-Aug,Weak: 33
245,00C41F4A-B4C5-11e8-9238-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,4/11/1990,M,9/10/2018,couple with children,30.0,30-35 Years,18-Sep,Weak: 37
246,00D00483-792A-11e9-A796-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,7/15/1972,M,5/18/2019,couple with children,48.0,45-50 Years,19-May,Weak: 20
247,00E573CA-89DF-11e9-B8EE-005056981C55,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,2/7/1989,M,6/8/2019,Couple without children,32.0,30-35 Years,19-Jun,Weak: 23
248,00E573FC-89DF-11e9-B8EE-005056981C55,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,8/10/1982,M,6/8/2019,Couple without children,38.0,35-40 Years,19-Jun,Weak: 23
249,00F90963-C8D9-11e9-B316-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,5/28/1995,M,8/27/2019,couple with children,25.0,25-30 Years,19-Aug,Weak: 35
250,00FBA775-B97A-11e8-BBAA-00505682069A,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,9/10/1984,M,9/16/2018,Couple without children,36.0,35-40 Years,18-Sep,Weak: 38
251,01051B9C-2EF4-11e9-9336-0050569857FB,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,3/2/1991,M,2/12/2019,Couple without children,30.0,30-35 Years,19-Feb,Weak: 7
252,012F5DB0-5BBC-11e8-A330-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,1/1/1900,M,5/20/2018,couple with children,121.0,60+ Years,18-May,Weak: 21
253,013DA560-5DAE-11e9-975A-005056991469,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,10/1/1979,M,4/13/2019,Single/living alone,41.0,40- 45Years,19-Apr,Weak: 15
254,01487AEA-97A7-11e8-A57A-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,7/27/1988,M,8/4/2018,couple with children,32.0,30-35 Years,18-Aug,Weak: 31
255,01487BEF-97A7-11e8-A57A-0050569D5A2F,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,3/23/1992,M,8/4/2018,couple with children,29.0,25-30 Years,18-Aug,Weak: 31
256,014C519F-A182-11e9-9B68-005056984FDD,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,4/19/1993,M,7/8/2019,couple with children,27.0,25-30 Years,19-Jul,Weak: 28
257,014E2D0C-547F-11e8-85FC-0050569D7549,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,12/22/1991,M,5/11/2018,Couple without children,29.0,25-30 Years,18-May,Weak: 19
258,016036FD-80F7-11e8-9C42-0050568260A3,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,4/5/1995,M,7/6/2018,couple with children,25.0,25-30 Years,18-Jul,Weak: 27
259,018AF1E9-37ED-11e9-AFDC-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,9/6/1982,M,2/24/2019,couple with children,38.0,35-40 Years,19-Feb,Weak: 9
260,01AFEDA9-B6CC-11e8-B136-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,12/10/1982,M,9/13/2018,Single/living alone,38.0,35-40 Years,18-Sep,Weak: 37
261,01AFEDFA-B6CC-11e8-B136-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,4/12/1989,M,9/13/2018,Single/living alone,31.0,30-35 Years,18-Sep,Weak: 37
262,01AFEFB9-B6CC-11e8-B136-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,5/4/1989,M,9/13/2018,Single/living alone,31.0,30-35 Years,18-Sep,Weak: 37
263,01B46E3D-9E0F-11e8-99D6-0050568252F9,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,10/7/1978,M,8/12/2018,Single/living alone,42.0,40- 45Years,18-Aug,Weak: 33
264,01BBB099-5CF5-11e8-ABAE-00505682069A,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,8/21/1988,M,5/22/2018,couple with children,32.0,30-35 Years,18-May,Weak: 21
265,01C2BE5C-8D2F-11e9-81C8-005056981C55,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,7/24/1984,M,6/12/2019,couple with children,36.0,35-40 Years,19-Jun,Weak: 24
266,01E92EA3-89A8-11e9-8ED4-005056991469,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,6/14/1973,M,6/8/2019,couple with children,47.0,45-50 Years,19-Jun,Weak: 23
267,01F4BB93-A87B-11e9-BCB0-0050569953B7,Individual,Active,Hyderabad,TELANGANA,500032.0,MALE,7/8/1996,M,7/17/2019,couple with children,24.0,20-25 Years,19-Jul,Weak: 29
